id,text,label,scam_type,language,communication_type,urgency,threat,impersonation,payment_request,credential_request,otp_request,remote_access_request,suspicious_link,reward_or_promise,fear,authority_claim,financial_pressure,sender_type,beneficiary_present,transaction_present,transaction_amount,link_present,action_requested,sensitive_information_requested,source_type,split,annotation_status,notes
M0153,"Cyber crime department se call hai. Aapka Aadhaar illegal case mein hai. Verification ke liye ₹1,499 transfer karo.",SCAM,DIGITAL_ARREST,HINGLISH,SMS,0,1,1,1,0,0,0,0,0,1,1,1,CUSTOMER_SUPPORT,1,1,50000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0154,"रिफंड पाने के लिए ₹10,000 का UPI अनुरोध स्वीकार करें। तभी पैसा मिलेगा।",SCAM,UPI_PAYMENT,HINDI,SMS,0,0,1,1,0,0,0,0,0,0,0,0,CUSTOMER_SUPPORT,1,1,10000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0155,"Your parcel is held by customs. Pay ₹10,000 immediately through the link or the parcel will be destroyed and a case may be filed.",SCAM,COURIER_CUSTOMS,ENGLISH,EMAIL,1,1,1,1,0,0,0,1,0,1,1,1,CUSTOMER_SUPPORT,1,1,50000,1,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0156,Aapka account suspend hone wala hai. Login details verify karne ke liye ye link open karo.,SCAM,ACCOUNT_SUSPENSION,HINGLISH,EMAIL,0,1,1,0,1,0,0,1,0,1,1,0,BANK,0,0,0,1,OPEN_LINK,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0157,"Refund lene ke liye ₹10,000 ka UPI collect request approve karo, tabhi paisa milega.",SCAM,UPI_PAYMENT,HINGLISH,CALL_TRANSCRIPT,1,0,1,1,0,0,0,0,0,0,0,1,CUSTOMER_SUPPORT,1,1,499,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0158,Payment reverse karne ke liye jo OTP aaya hai woh mujhe batao.,SCAM,OTP_CREDENTIAL_THEFT,HINGLISH,CALL_TRANSCRIPT,0,0,1,1,0,1,0,0,0,0,0,0,CUSTOMER_SUPPORT,1,1,10000,0,TRANSFER_MONEY,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0159,लेनदेन रद्द करने के लिए आपके फोन पर आया OTP बताइए।,SCAM,OTP_CREDENTIAL_THEFT,HINDI,EMAIL,0,0,1,0,0,1,0,0,0,0,0,0,CUSTOMER_SUPPORT,0,0,0,0,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0160,"आपकी नौकरी पक्की हो गई है। जॉइनिंग से पहले ₹1,499 सुरक्षा शुल्क भेजें।",SCAM,JOB,HINDI,SMS,0,0,1,1,0,0,0,0,1,0,0,0,UNKNOWN,1,1,50000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0161,KYC update pending. Your account services will stop within 2 hours. Complete verification at http://support-example.test and enter your card details.,SCAM,KYC,ENGLISH,SMS,1,0,1,0,1,0,0,1,0,0,1,0,BANK,0,0,0,1,OPEN_LINK,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0162,"आपकी नौकरी पक्की हो गई है। जॉइनिंग से पहले ₹25,000 सुरक्षा शुल्क भेजें।",SCAM,JOB,HINDI,CALL_TRANSCRIPT,0,0,1,1,0,0,0,0,1,0,0,0,UNKNOWN,1,1,999,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0163,"Congratulations! You are selected for a work-from-home job. Pay ₹1,499 registration/security fee today to receive your joining letter.",SCAM,JOB,ENGLISH,EMAIL,1,0,1,1,0,0,0,0,1,0,0,1,UNKNOWN,1,1,4999,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0164,Payment reverse karne ke liye jo OTP aaya hai woh mujhe batao.,SCAM,OTP_CREDENTIAL_THEFT,HINGLISH,CHAT,0,0,1,1,0,1,0,0,0,0,0,0,CUSTOMER_SUPPORT,1,1,50000,0,TRANSFER_MONEY,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0165,"Aapka courier customs mein rok diya gaya hai. ₹2,500 pay nahi kiya toh parcel cancel aur case hoga.",SCAM,COURIER_CUSTOMS,HINGLISH,SMS,0,1,1,1,0,0,0,0,0,1,1,1,CUSTOMER_SUPPORT,1,1,1499,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0166,"Cyber crime department se call hai. Aapka Aadhaar illegal case mein hai. Verification ke liye ₹25,000 transfer karo.",SCAM,DIGITAL_ARREST,HINGLISH,SMS,0,1,1,1,0,0,0,0,0,1,1,1,CUSTOMER_SUPPORT,1,1,4999,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0167,"Main customer care se bol raha hoon. Payment fail hua hai, support app install karo aur screen share karo.",SCAM,CUSTOMER_SUPPORT,HINGLISH,CHAT,0,0,1,1,0,0,1,0,0,0,1,0,CUSTOMER_SUPPORT,1,1,50000,0,TRANSFER_MONEY,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0168,आपके बैंक खाते को आज बंद किया जाएगा। KYC पूरा करने के लिए लिंक खोलें और OTP बताएं।,SCAM,BANK_IMPERSONATION,HINDI,CALL_TRANSCRIPT,1,1,1,0,0,1,0,1,0,1,1,0,BANK,0,0,0,1,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0169,आपका KYC लंबित है। दो घंटे में बैंकिंग सेवा बंद हो जाएगी। अभी विवरण भरें।,SCAM,KYC,HINDI,CHAT,1,1,1,0,1,0,0,0,0,1,1,0,BANK,0,0,0,0,OPEN_LINK,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0170,"आपने ₹25,000 का पुरस्कार जीता है। पुरस्कार लेने के लिए सत्यापन शुल्क भेजें।",SCAM,PRIZE_REWARD,HINDI,EMAIL,0,0,1,1,0,0,0,0,1,0,0,0,UNKNOWN,1,1,499,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0171,"रिफंड पाने के लिए ₹25,000 का UPI अनुरोध स्वीकार करें। तभी पैसा मिलेगा।",SCAM,UPI_PAYMENT,HINDI,CALL_TRANSCRIPT,0,0,1,1,0,0,0,0,0,0,0,0,CUSTOMER_SUPPORT,1,1,1499,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0172,"Your UPI refund is pending. Please approve the collect request of ₹1,499 to receive the refund today.",SCAM,UPI_PAYMENT,ENGLISH,SMS,1,0,1,1,0,0,0,0,0,0,0,1,CUSTOMER_SUPPORT,1,1,10000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0173,आपके बैंक खाते को आज बंद किया जाएगा। KYC पूरा करने के लिए लिंक खोलें और OTP बताएं।,SCAM,BANK_IMPERSONATION,HINDI,SMS,1,1,1,0,0,1,0,1,0,1,1,0,BANK,0,0,0,1,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0174,"For technical verification, install AnyDesk and share the access code. Do not disconnect until we complete the process.",SCAM,REMOTE_ACCESS,ENGLISH,SMS,0,0,1,0,0,0,1,0,0,0,0,0,CUSTOMER_SUPPORT,0,0,0,0,INSTALL_REMOTE_APP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0175,"रिफंड पाने के लिए ₹4,999 का UPI अनुरोध स्वीकार करें। तभी पैसा मिलेगा।",SCAM,UPI_PAYMENT,HINDI,SMS,0,0,1,1,0,0,0,0,0,0,0,0,CUSTOMER_SUPPORT,1,1,25000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0176,"Work from home job select ho gaya hai. Joining ke liye ₹25,000 security fee abhi bhejo.",SCAM,JOB,HINGLISH,SMS,1,0,1,1,0,0,0,0,1,0,0,1,UNKNOWN,1,1,50000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0177,संदिग्ध गतिविधि मिली है। खाता बंद होने से पहले इस लिंक पर लॉगिन जानकारी भरें।,SCAM,ACCOUNT_SUSPENSION,HINDI,EMAIL,0,1,1,0,1,0,0,1,0,1,1,0,BANK,0,0,0,1,OPEN_LINK,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0178,Bank se bol raha hoon. Aapka account aaj block ho jayega. KYC ke liye link open karo aur OTP batao.,SCAM,BANK_IMPERSONATION,HINGLISH,SMS,1,1,1,0,0,1,0,1,0,1,1,0,BANK,0,0,0,1,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0179,आपके बैंक खाते को आज बंद किया जाएगा। KYC पूरा करने के लिए लिंक खोलें और OTP बताएं।,SCAM,BANK_IMPERSONATION,HINDI,SMS,1,1,1,0,0,1,0,1,0,1,1,0,BANK,0,0,0,1,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0180,"Guaranteed return milega. Aaj ₹499 invest karo, account activate karke profit dikha denge.",SCAM,INVESTMENT,HINGLISH,CALL_TRANSCRIPT,1,0,1,1,0,0,0,0,1,0,0,1,UNKNOWN,1,1,10000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0181,"For technical verification, install AnyDesk and share the access code. Do not disconnect until we complete the process.",SCAM,REMOTE_ACCESS,ENGLISH,CHAT,0,0,1,0,0,0,1,0,0,0,0,0,CUSTOMER_SUPPORT,0,0,0,0,INSTALL_REMOTE_APP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0182,"Your parcel is held by customs. Pay ₹1,499 immediately through the link or the parcel will be destroyed and a case may be filed.",SCAM,COURIER_CUSTOMS,ENGLISH,CHAT,1,1,1,1,0,0,0,1,0,1,1,1,CUSTOMER_SUPPORT,1,1,25000,1,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0183,"साइबर अपराध विभाग से बोल रहा हूं। आपके आधार से केस जुड़ा है। सत्यापन के लिए ₹1,499 भेजें।",SCAM,DIGITAL_ARREST,HINDI,CALL_TRANSCRIPT,0,1,1,1,0,0,0,0,0,1,1,1,CUSTOMER_SUPPORT,1,1,4999,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0184,"Refund lene ke liye ₹499 ka UPI collect request approve karo, tabhi paisa milega.",SCAM,UPI_PAYMENT,HINGLISH,SMS,1,0,1,1,0,0,0,0,0,0,0,1,CUSTOMER_SUPPORT,1,1,1499,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0185,आपके बैंक खाते को आज बंद किया जाएगा। KYC पूरा करने के लिए लिंक खोलें और OTP बताएं।,SCAM,BANK_IMPERSONATION,HINDI,CALL_TRANSCRIPT,1,1,1,0,0,1,0,1,0,1,1,0,BANK,0,0,0,1,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0186,"Refund lene ke liye ₹50,000 ka UPI collect request approve karo, tabhi paisa milega.",SCAM,UPI_PAYMENT,HINGLISH,CALL_TRANSCRIPT,1,0,1,1,0,0,0,0,0,0,0,1,CUSTOMER_SUPPORT,1,1,25000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0187,"Guaranteed 3x return this week. Send ₹2,500 to the provided account now and our analyst will activate your premium plan.",SCAM,INVESTMENT,ENGLISH,EMAIL,1,0,1,1,0,0,0,0,1,0,0,1,UNKNOWN,1,1,10000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0188,"Main customer care se bol raha hoon. Payment fail hua hai, support app install karo aur screen share karo.",SCAM,CUSTOMER_SUPPORT,HINGLISH,SMS,0,0,1,1,0,0,1,0,0,0,1,0,CUSTOMER_SUPPORT,1,1,4999,0,TRANSFER_MONEY,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0189,आपने ₹499 का पुरस्कार जीता है। पुरस्कार लेने के लिए सत्यापन शुल्क भेजें।,SCAM,PRIZE_REWARD,HINDI,EMAIL,0,0,1,1,0,0,0,0,1,0,0,0,UNKNOWN,1,1,50000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0190,Bank se bol raha hoon. Aapka account aaj block ho jayega. KYC ke liye link open karo aur OTP batao.,SCAM,BANK_IMPERSONATION,HINGLISH,CHAT,1,1,1,0,0,1,0,1,0,1,1,0,BANK,0,0,0,1,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0191,संदिग्ध गतिविधि मिली है। खाता बंद होने से पहले इस लिंक पर लॉगिन जानकारी भरें।,SCAM,ACCOUNT_SUSPENSION,HINDI,CHAT,0,1,1,0,1,0,0,1,0,1,1,0,BANK,0,0,0,1,OPEN_LINK,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0192,लेनदेन रद्द करने के लिए आपके फोन पर आया OTP बताइए।,SCAM,OTP_CREDENTIAL_THEFT,HINDI,SMS,0,0,1,0,0,1,0,0,0,0,0,0,CUSTOMER_SUPPORT,0,0,0,0,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0193,"Aapka refund ready hai, lekin release charge ₹50,000 pehle pay karna hoga. Abhi payment karo.",SCAM,REFUND,HINGLISH,CHAT,1,0,1,1,0,0,0,0,1,0,0,1,CUSTOMER_SUPPORT,1,1,10000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0194,"Your refund has been approved. To release ₹4,999, first pay the processing charge through this UPI request.",SCAM,REFUND,ENGLISH,CHAT,0,0,1,1,0,0,0,0,1,0,0,0,CUSTOMER_SUPPORT,1,1,25000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0195,Your transaction is being cancelled. Tell me the OTP you just received so I can reverse the payment.,SCAM,OTP_CREDENTIAL_THEFT,ENGLISH,CHAT,0,0,1,1,0,1,0,0,0,0,0,0,CUSTOMER_SUPPORT,1,1,4999,0,TRANSFER_MONEY,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0196,"Refund lene ke liye ₹50,000 ka UPI collect request approve karo, tabhi paisa milega.",SCAM,UPI_PAYMENT,HINGLISH,SMS,1,0,1,1,0,0,0,0,0,0,0,1,CUSTOMER_SUPPORT,1,1,10000,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0197,आपका KYC लंबित है। दो घंटे में बैंकिंग सेवा बंद हो जाएगी। अभी विवरण भरें।,SCAM,KYC,HINDI,CALL_TRANSCRIPT,1,1,1,0,1,0,0,0,0,1,1,0,BANK,0,0,0,0,OPEN_LINK,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0198,"आपकी नौकरी पक्की हो गई है। जॉइनिंग से पहले ₹10,000 सुरक्षा शुल्क भेजें।",SCAM,JOB,HINDI,EMAIL,0,0,1,1,0,0,0,0,1,0,0,0,UNKNOWN,1,1,499,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0199,इस योजना में आज ₹999 लगाएं और गारंटीड तीन गुना रिटर्न पाएं।,SCAM,INVESTMENT,HINDI,CALL_TRANSCRIPT,1,0,1,1,0,0,0,0,1,0,0,1,UNKNOWN,1,1,4999,0,TRANSFER_MONEY,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0200,लेनदेन रद्द करने के लिए आपके फोन पर आया OTP बताइए।,SCAM,OTP_CREDENTIAL_THEFT,HINDI,CHAT,0,0,1,0,0,1,0,0,0,0,0,0,CUSTOMER_SUPPORT,0,0,0,0,SHARE_OTP,1,SYNTHETIC,TRAIN,ANNOTATED,Synthetic prototype example; intentionally contains social-engineering cues.
M0201,Main safely ghar pahunch gaya hoon. Jab aao dinner ready hai.,LEGITIMATE,NONE,HINGLISH,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,FAMILY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0202,आज रात नेट बैंकिंग पर रखरखाव होगा। आपको कोई कार्रवाई करने की आवश्यकता नहीं है।,LEGITIMATE,NONE,HINDI,EMAIL,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0203,Interview kal 10 baje scheduled hai. Please requested documents saath le aana.,LEGITIMATE,NONE,HINGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,EMPLOYER,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0204,Your parcel is out for delivery today. The courier will attempt delivery at your registered address.,LEGITIMATE,NONE,ENGLISH,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,DELIVERY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0205,Your order #40775 has been shipped. Track delivery from the retailer's official app.,LEGITIMATE,NONE,ENGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,MERCHANT,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0206,Aapka order #58629 ship ho gaya hai. Delivery status official app mein check kar sakte ho.,LEGITIMATE,NONE,HINGLISH,EMAIL,0,0,0,0,0,0,0,0,0,0,0,0,MERCHANT,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0207,मैं सुरक्षित घर पहुंच गया हूं। जब आओ तो खाना तैयार है।,LEGITIMATE,NONE,HINDI,EMAIL,0,0,0,0,0,0,0,0,0,0,0,0,FAMILY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0208,Your parcel is out for delivery today. The courier will attempt delivery at your registered address.,LEGITIMATE,NONE,ENGLISH,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,DELIVERY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0209,आज रात नेट बैंकिंग पर रखरखाव होगा। आपको कोई कार्रवाई करने की आवश्यकता नहीं है।,LEGITIMATE,NONE,HINDI,EMAIL,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0210,Aaj raat 1 se 3 baje tak net banking maintenance rahega. Aapko koi action lene ki zarurat nahi hai.,LEGITIMATE,NONE,HINGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0211,Aaj raat 1 se 3 baje tak net banking maintenance rahega. Aapko koi action lene ki zarurat nahi hai.,LEGITIMATE,NONE,HINGLISH,EMAIL,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0212,आपका पार्सल आज डिलीवरी के लिए भेज दिया गया है।,LEGITIMATE,NONE,HINDI,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,DELIVERY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0213,I reached home safely. Dinner is ready whenever you arrive.,LEGITIMATE,NONE,ENGLISH,EMAIL,0,0,0,0,0,0,0,0,0,0,0,0,FAMILY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0214,I reached home safely. Dinner is ready whenever you arrive.,LEGITIMATE,NONE,ENGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,FAMILY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0215,Your parcel is out for delivery today. The courier will attempt delivery at your registered address.,LEGITIMATE,NONE,ENGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,DELIVERY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0216,आपका मासिक बैंक स्टेटमेंट आधिकारिक ऐप में उपलब्ध है। सुविधा के अनुसार उसे देखें।,LEGITIMATE,NONE,HINDI,SMS,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0217,आज रात नेट बैंकिंग पर रखरखाव होगा। आपको कोई कार्रवाई करने की आवश्यकता नहीं है।,LEGITIMATE,NONE,HINDI,SMS,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0218,"Aapka electricity bill ₹4,999 ka hai aur 15 tareekh ko due hai. Official provider app se pay kar sakte ho.",LEGITIMATE,NONE,HINGLISH,EMAIL,0,0,0,1,0,0,0,0,0,0,0,0,SERVICE,0,1,0,0,REVIEW_OR_NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0219,Your monthly account statement is available in the official banking app. Please review it when convenient.,LEGITIMATE,NONE,ENGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0220,आपका मासिक बैंक स्टेटमेंट आधिकारिक ऐप में उपलब्ध है। सुविधा के अनुसार उसे देखें।,LEGITIMATE,NONE,HINDI,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0221,Scheduled maintenance will affect net banking from 1:00 AM to 3:00 AM tonight. No action is required.,LEGITIMATE,NONE,ENGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0222,समय मिलने पर आज की कक्षा के नोट्स मुझे भेज देना।,LEGITIMATE,NONE,HINDI,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,FRIEND,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0223,"Aaj class ke notes mil jaaye toh mujhe bhej dena, jab time mile.",LEGITIMATE,NONE,HINGLISH,SMS,0,0,0,0,0,0,0,0,0,0,0,0,FRIEND,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0224,आज रात नेट बैंकिंग पर रखरखाव होगा। आपको कोई कार्रवाई करने की आवश्यकता नहीं है।,LEGITIMATE,NONE,HINDI,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0225,Interview kal 10 baje scheduled hai. Please requested documents saath le aana.,LEGITIMATE,NONE,HINGLISH,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,EMPLOYER,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0226,Aapka parcel aaj delivery ke liye out hai. Courier registered address par attempt karega.,LEGITIMATE,NONE,HINGLISH,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,DELIVERY,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0227,"Your debit card was used for a purchase of ₹999 at a merchant. If you made this transaction, no action is needed.",LEGITIMATE,NONE,ENGLISH,SMS,0,0,0,1,0,0,0,0,0,0,0,0,BANK,0,1,0,0,REVIEW_OR_NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0228,"Your debit card was used for a purchase of ₹1,499 at a merchant. If you made this transaction, no action is needed.",LEGITIMATE,NONE,ENGLISH,EMAIL,0,0,0,1,0,0,0,0,0,0,0,0,BANK,0,1,0,0,REVIEW_OR_NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0229,आपका मासिक बैंक स्टेटमेंट आधिकारिक ऐप में उपलब्ध है। सुविधा के अनुसार उसे देखें।,LEGITIMATE,NONE,HINDI,EMAIL,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
M0230,A new statement is available in your banking app. We will never ask for your PIN or OTP by message.,LEGITIMATE,NONE,ENGLISH,CHAT,0,0,0,0,0,0,0,0,0,0,0,0,BANK,0,0,0,0,NO_ACTION,0,SYNTHETIC,TRAIN,ANNOTATED,Synthetic legitimate example; no deceptive social-engineering intent.
